animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,milk_conductivity_mS_cm,body_temperature_c,udder_surface_temperature_c,milk_yield_kg_day,ambient_temperature_c,relative_humidity_pct,hygiene_score_0_100,cmt_test,synthetic_risk_score_pct,mastitis_risk_category,farm_id,record_date,temperature_humidity_index,abnormal_behavior
10368,Red Sindhi,5,1,125,0,4.72,39.09,34.89,8.1,34.2,48.0,85.3,Trace,31.1,Low,F09,2026-08-31,83.26400000000001,1
10369,Tharparkar,7,5,142,0,3.19,38.64,33.74,14.12,28.1,52.1,62.2,Negative,1.4,No_Risk,F10,2026-08-31,76.0177,0
10370,Hariana,7,2,28,0,4.89,38.32,32.5,12.24,24.7,68.9,72.0,Negative,2.9,No_Risk,F01,2026-08-31,73.2567,0
10371,Kankrej,4,1,92,1,4.86,38.65,34.76,10.96,25.6,86.2,72.8,2+,86.9,High,F02,2026-08-31,76.5344,1
10372,Hariana,6,3,242,0,3.99,38.88,34.36,11.67,27.5,60.6,64.3,1+,38.0,Low,F03,2026-08-31,76.3386,0
10373,Gir,8,4,60,0,4.6,38.33,35.41,9.1,29.2,60.3,90.0,Negative,7.5,No_Risk,F04,2026-08-31,78.6844,0
10374,Hariana,4,1,223,0,4.43,38.45,34.52,8.62,28.4,88.4,68.7,Trace,18.6,No_Risk,F05,2026-08-31,81.496,0
10375,Tharparkar,6,2,197,0,4.96,38.52,33.77,9.08,24.1,54.7,48.7,Trace,22.3,No_Risk,F06,2026-08-31,70.9859,0
10376,Kangayam,6,3,103,0,4.96,38.2,35.05,11.86,33.2,48.1,67.5,1+,11.8,No_Risk,F07,2026-08-31,82.00280000000001,0
10377,Gir,10,2,130,1,4.88,38.46,35.12,11.03,28.5,58.1,75.7,2+,77.6,High,F08,2026-08-31,77.3921,1
10378,Hariana,7,2,270,0,3.53,38.66,34.02,9.23,26.5,60.0,58.6,Negative,7.3,No_Risk,F09,2026-08-31,74.86,0
10379,Tharparkar,9,3,26,0,3.75,39.02,35.8,12.75,32.9,47.0,59.8,1+,37.1,Low,F10,2026-08-31,81.41499999999999,1
10380,Kankrej,3,2,103,0,4.05,38.71,33.78,9.98,24.9,66.5,63.8,Trace,6.1,No_Risk,F01,2026-08-31,73.3025,0
10381,Hariana,9,3,227,1,5.35,38.7,34.34,7.92,23.3,79.4,90.3,2+,85.8,High,F02,2026-08-31,72.1066,1
10382,Tharparkar,3,1,41,0,3.8,38.31,34.66,11.26,33.5,52.6,64.7,Negative,5.7,No_Risk,F03,2026-08-31,83.2466,0
10383,Dangi,5,3,22,1,4.41,39.1,35.63,7.46,35.6,69.1,93.4,3+,95.6,High,F04,2026-08-31,89.5292,1
10384,Red Sindhi,7,3,146,0,5.3,38.75,34.8,4.99,27.4,72.8,62.8,2+,90.6,High,F05,2026-08-31,77.78399999999999,1
10385,Dangi,6,4,207,0,4.03,38.35,33.93,10.48,28.8,67.0,76.9,Negative,10.4,No_Risk,F06,2026-08-31,79.088,0
10386,Deoni,8,3,33,0,3.69,38.91,35.5,8.53,25.0,70.2,65.3,1+,43.8,Low,F07,2026-08-31,73.8412,0
10387,Red Sindhi,3,3,31,0,4.6,38.8,34.29,9.74,29.0,70.4,83.3,Negative,4.7,No_Risk,F08,2026-08-31,79.8784,0
10388,Deoni,9,1,106,0,4.06,38.32,33.74,7.6,27.3,58.2,55.2,Negative,7.2,No_Risk,F09,2026-08-31,75.74780000000001,0
10389,Krishna Valley,6,4,31,1,3.75,38.68,33.76,14.13,28.6,86.0,83.1,Negative,42.0,Low,F10,2026-08-31,81.492,0
10390,Sahiwal,3,5,44,0,4.78,38.43,35.75,8.52,30.4,83.0,73.7,2+,67.0,Moderate,F01,2026-08-31,84.0,1
10391,Dangi,3,1,262,0,3.61,39.52,35.25,9.2,25.2,82.3,62.4,2+,56.9,Moderate,F02,2026-08-31,75.44839999999999,1
10392,Sahiwal,10,1,141,0,4.13,38.79,35.41,11.63,27.7,80.2,69.5,Trace,35.3,Low,F03,2026-08-31,79.22659999999999,0
10393,Sahiwal,3,5,166,1,4.61,38.79,33.46,6.37,22.7,49.1,95.0,1+,23.9,No_Risk,F04,2026-08-31,68.6353,0
10394,Kankrej,8,3,74,1,4.8,38.89,34.96,6.15,27.8,79.1,74.1,2+,71.4,Moderate,F05,2026-08-31,79.23939999999999,1
10395,Red Sindhi,7,2,257,0,2.68,39.08,35.2,11.64,28.7,75.9,61.5,2+,12.5,No_Risk,F06,2026-08-31,80.21369999999999,1
10396,Krishna Valley,8,4,192,1,4.43,38.69,35.5,9.17,29.8,49.6,53.9,1+,71.7,Moderate,F07,2026-08-31,77.8784,1
10397,Deoni,4,2,240,0,4.83,38.39,33.68,7.77,29.8,65.4,79.6,Negative,5.3,No_Risk,F08,2026-08-31,80.3116,0
10398,Tharparkar,6,5,138,0,4.92,38.9,33.85,12.2,32.2,71.3,74.9,Trace,64.4,Moderate,F09,2026-08-31,84.85140000000001,1
10399,Gir,7,1,202,1,4.01,38.66,34.11,8.06,23.6,88.0,82.4,Trace,28.8,Low,F10,2026-08-31,73.376,0
10400,Tharparkar,10,1,101,1,5.25,38.35,35.53,9.27,23.8,76.7,50.1,3+,93.1,High,F01,2026-08-31,72.6498,1
10401,Gir,7,4,230,0,3.61,38.16,33.49,7.81,30.9,57.6,54.4,Negative,2.2,No_Risk,F02,2026-08-31,80.624,0
10402,Dangi,7,1,169,0,3.86,39.14,33.0,11.41,21.9,88.3,89.2,Negative,10.8,No_Risk,F03,2026-08-31,70.54249999999999,1
10403,Rathi,9,1,56,0,3.89,38.65,34.25,14.5,29.6,68.5,77.0,Negative,3.6,No_Risk,F04,2026-08-31,80.492,0
10404,Tharparkar,7,4,78,1,4.72,38.51,34.96,4.92,24.9,64.9,80.0,Trace,28.9,Low,F05,2026-08-31,73.1345,0
10405,Hariana,10,4,150,0,4.75,38.52,33.39,10.84,34.5,64.1,57.6,Negative,22.2,No_Risk,F06,2026-08-31,86.88409999999999,0
10406,Hariana,8,5,221,0,4.27,38.88,35.24,13.07,29.9,48.5,57.3,Trace,51.2,Moderate,F07,2026-08-31,77.8375,1
10407,Ongole,7,1,262,0,4.02,38.5,33.37,9.24,28.2,66.7,86.9,Negative,2.9,No_Risk,F08,2026-08-31,78.16460000000001,0
10408,Red Sindhi,5,1,54,0,4.73,38.09,34.08,7.11,33.3,74.0,87.6,Negative,8.2,No_Risk,F09,2026-08-31,87.026,0
10409,Gir,6,5,112,0,3.58,38.71,34.83,11.76,25.3,63.4,55.7,Trace,30.4,Low,F10,2026-08-31,73.5506,0
10410,Gir,7,3,226,1,4.6,39.14,34.14,13.5,25.9,73.0,52.8,2+,95.5,High,F01,2026-08-31,75.51499999999999,1
10411,Hallikar,6,3,232,0,4.75,39.0,34.94,13.17,24.6,57.6,70.4,2+,74.6,Moderate,F02,2026-08-31,71.9552,1
10412,Kangayam,5,3,178,0,4.44,38.4,35.17,11.6,26.0,66.3,60.0,Trace,17.7,No_Risk,F03,2026-08-31,74.8908,0
10413,Red Sindhi,5,5,43,0,3.8,39.04,35.27,10.79,29.2,71.8,59.7,1+,58.2,Moderate,F04,2026-08-31,80.3864,1
10414,Kankrej,6,1,23,1,3.67,38.79,33.81,7.8,30.7,70.3,53.2,1+,46.4,Low,F05,2026-08-31,82.41890000000001,0
10415,Ongole,3,5,239,0,4.3,39.03,36.08,13.1,32.4,48.7,65.0,3+,93.3,High,F06,2026-08-31,81.086,1
10416,Kankrej,4,5,39,0,3.07,38.8,34.93,12.93,22.6,62.7,54.7,Negative,5.6,No_Risk,F07,2026-08-31,69.6214,0
10417,Dangi,9,3,171,1,4.51,38.19,32.71,7.09,28.4,88.1,55.6,Trace,12.8,No_Risk,F08,2026-08-31,81.454,0
10418,Dangi,3,2,69,1,5.42,39.33,36.15,11.04,25.1,62.1,76.5,3+,97.4,High,F09,2026-08-31,73.1247,1
10419,Kankrej,3,1,196,1,5.04,38.74,33.82,12.24,28.3,68.2,71.2,1+,45.3,Low,F10,2026-08-31,78.5198,0
10420,Kankrej,8,3,115,1,3.33,38.92,34.8,13.15,37.2,67.0,79.3,Trace,47.5,Low,F01,2026-08-31,91.436,0
10421,Krishna Valley,9,2,124,0,4.23,38.13,35.01,10.28,30.0,86.8,47.3,1+,42.3,Low,F02,2026-08-31,83.9408,0
10422,Red Sindhi,9,2,269,1,4.44,38.9,34.15,7.93,32.1,83.5,72.1,2+,58.8,Moderate,F03,2026-08-31,86.8595,1
10423,Kankrej,3,4,136,0,3.27,38.99,33.46,8.99,35.9,77.7,100.0,Negative,4.4,No_Risk,F04,2026-08-31,91.8255,0
10424,Hariana,7,1,247,1,4.87,39.4,36.8,7.42,32.9,56.3,66.4,3+,98.4,High,F05,2026-08-31,83.13550000000001,1
10425,Kangayam,8,2,85,1,4.33,39.21,36.15,10.35,27.4,72.3,84.4,1+,98.5,High,F06,2026-08-31,77.719,1
10426,Kangayam,8,3,262,1,4.33,38.91,34.56,9.76,24.5,74.8,84.2,2+,72.3,Moderate,F07,2026-08-31,73.5548,1
10427,Sahiwal,5,4,205,0,4.18,38.06,34.88,16.94,28.9,59.6,85.0,Negative,3.3,No_Risk,F08,2026-08-31,78.162,0
10428,Rathi,10,1,265,0,3.69,38.65,33.9,13.18,27.0,57.6,74.5,Negative,14.7,No_Risk,F09,2026-08-31,75.2576,0
10429,Dangi,9,5,144,0,4.16,38.39,34.28,13.41,23.7,88.5,80.5,Negative,22.2,No_Risk,F10,2026-08-31,73.59049999999999,0
10430,Gir,3,3,150,1,4.26,38.8,34.29,11.91,29.8,64.4,82.5,Trace,65.9,Moderate,F01,2026-08-31,80.1576,1
10431,Hallikar,5,2,256,1,4.3,38.29,33.94,9.4,29.9,87.4,81.5,Negative,39.7,Low,F02,2026-08-31,83.86699999999999,0
10432,Umblachery,6,2,37,0,4.75,38.53,34.49,9.67,35.2,80.0,55.2,2+,66.5,Moderate,F03,2026-08-31,91.20000000000002,1
10433,Gir,4,3,59,0,4.81,38.42,33.23,9.94,27.7,72.9,46.4,Trace,13.0,No_Risk,F04,2026-08-31,78.25569999999999,0
10434,Rathi,10,2,40,0,2.99,38.41,34.0,11.06,30.0,73.4,48.7,Negative,3.9,No_Risk,F05,2026-08-31,81.85040000000001,0
10435,Hallikar,10,4,244,1,5.14,38.53,34.45,11.37,26.7,51.2,67.9,Negative,34.6,Low,F06,2026-08-31,74.0576,0
10436,Krishna Valley,10,1,27,1,5.56,38.67,35.67,9.82,32.1,70.5,80.9,3+,91.7,High,F07,2026-08-31,84.55850000000001,1
10437,Red Sindhi,8,4,119,0,5.11,38.7,33.27,9.35,28.6,85.0,55.4,Trace,51.2,Moderate,F08,2026-08-31,81.35,1
10438,Tharparkar,6,2,259,0,4.44,37.73,34.62,8.72,24.9,76.2,85.9,Negative,3.7,No_Risk,F09,2026-08-31,74.321,0
10439,Red Sindhi,10,5,106,1,3.96,37.89,34.7,6.32,29.0,69.9,64.5,Negative,16.7,No_Risk,F10,2026-08-31,79.80539999999999,0
10440,Gir,6,1,33,1,5.06,38.6,32.7,14.12,30.4,88.5,64.6,Negative,31.4,Low,F01,2026-08-31,84.88,0
10441,Gir,7,1,21,0,3.53,38.53,34.53,17.12,29.9,65.8,59.5,Negative,5.0,No_Risk,F02,2026-08-31,80.519,0
10442,Hallikar,10,3,60,0,3.88,38.67,34.9,14.1,32.7,60.6,43.7,2+,23.0,No_Risk,F03,2026-08-31,83.6498,0
10443,Hallikar,4,3,130,0,4.35,38.35,34.67,6.72,23.9,69.8,75.4,Trace,7.6,No_Risk,F04,2026-08-31,72.151,0
10444,Dangi,6,5,33,0,3.58,38.6,34.13,12.86,26.1,77.2,97.7,Negative,4.0,No_Risk,F05,2026-08-31,76.3124,0
10445,Krishna Valley,6,1,250,0,3.35,38.64,34.47,13.57,31.2,47.4,71.1,Trace,10.1,No_Risk,F06,2026-08-31,79.3232,0
10446,Dangi,4,5,103,0,4.4,38.34,34.34,9.29,26.5,71.4,44.2,1+,20.2,No_Risk,F07,2026-08-31,76.2394,0
10447,Rathi,10,3,149,1,5.86,39.07,33.6,11.01,29.8,77.7,83.7,2+,90.3,High,F08,2026-08-31,82.20580000000001,1
10448,Kankrej,4,3,250,0,4.91,38.66,34.35,9.03,21.0,64.8,47.6,1+,42.1,Low,F09,2026-08-31,67.4768,0
10449,Red Sindhi,6,1,164,1,5.11,38.91,34.33,14.81,38.0,81.3,53.9,3+,92.3,High,F10,2026-08-31,95.9868,1
10450,Hallikar,4,4,47,0,4.74,38.62,33.64,11.6,28.1,75.7,68.4,1+,28.6,Low,F01,2026-08-31,79.2509,0
10451,Deoni,6,2,85,0,4.51,39.34,37.46,7.75,33.2,93.7,73.8,3+,99.0,High,F02,2026-08-31,90.5756,1
10452,Rathi,6,3,182,0,4.39,38.81,35.42,12.51,27.8,59.0,56.9,3+,65.1,Moderate,F03,2026-08-31,76.54599999999999,1
10453,Hariana,7,3,248,0,4.68,38.43,33.28,13.68,30.5,78.0,67.8,Negative,30.8,Low,F04,2026-08-31,83.358,0
10454,Krishna Valley,3,4,280,1,3.76,39.01,35.09,11.09,34.2,55.8,82.7,1+,46.1,Low,F05,2026-08-31,84.8084,1
10455,Gir,6,4,183,1,4.78,38.15,35.37,11.94,33.1,48.6,84.8,Negative,11.3,No_Risk,F06,2026-08-31,81.9682,0
10456,Dangi,10,5,29,0,4.05,38.64,33.0,10.29,28.3,43.6,90.8,Negative,2.4,No_Risk,F07,2026-08-31,75.10040000000001,0
10457,Rathi,5,5,214,0,4.15,38.71,34.28,7.1,28.5,74.5,100.0,Negative,54.5,Moderate,F08,2026-08-31,79.7045,1
10458,Umblachery,8,2,137,1,4.35,38.77,34.43,10.04,32.5,70.2,84.1,2+,72.2,Moderate,F09,2026-08-31,85.1062,1
10459,Red Sindhi,9,2,99,0,4.44,38.48,33.18,12.07,37.2,62.3,68.7,Negative,8.8,No_Risk,F10,2026-08-31,90.36440000000002,0
10460,Hallikar,3,1,112,0,3.57,38.25,34.5,10.12,29.7,46.7,84.9,Negative,5.3,No_Risk,F01,2026-08-31,77.3051,0
10461,Gir,3,5,276,1,4.3,38.44,35.09,12.9,35.8,59.7,79.0,1+,30.9,Low,F02,2026-08-31,87.8158,0
10462,Tharparkar,3,3,152,0,3.67,38.64,35.41,9.32,28.2,68.0,79.6,1+,35.9,Low,F03,2026-08-31,78.344,0
10463,Umblachery,7,5,190,0,4.66,38.21,34.0,9.52,32.3,77.5,74.7,Negative,8.6,No_Risk,F04,2026-08-31,86.1125,0
10464,Krishna Valley,6,3,20,0,4.09,39.22,37.24,12.99,32.9,67.8,58.3,3+,99.0,High,F05,2026-08-31,85.263,1
10465,Rathi,7,4,83,1,4.35,37.8,32.55,11.17,27.6,71.0,56.6,Negative,2.3,No_Risk,F06,2026-08-31,77.852,0
10466,Ongole,6,5,140,0,3.86,38.49,34.48,9.26,26.4,63.5,70.5,Negative,7.5,No_Risk,F07,2026-08-31,75.14,0
10467,Gir,10,4,126,0,4.1,38.64,33.07,13.6,33.0,89.0,74.2,Negative,3.1,No_Risk,F08,2026-08-31,89.35400000000001,0
10468,Red Sindhi,7,2,194,1,5.7,38.9,34.67,7.62,27.1,55.8,61.8,3+,93.9,High,F09,2026-08-31,75.1666,1
10469,Sahiwal,7,2,223,0,3.3,38.28,33.78,8.32,25.9,59.6,78.4,Negative,2.4,No_Risk,F10,2026-08-31,73.97399999999999,0
10470,Deoni,8,1,184,1,5.09,39.12,35.44,3.0,26.6,62.1,100.0,1+,70.6,Moderate,F01,2026-08-31,75.2562,1
10471,Vechur,5,5,139,0,4.41,38.11,34.1,8.84,27.1,74.5,45.8,Trace,16.8,No_Risk,F02,2026-08-31,77.5415,0
10472,Umblachery,7,4,63,1,4.08,38.52,33.54,14.43,32.0,55.5,80.7,Negative,10.4,No_Risk,F03,2026-08-31,81.768,0
10473,Kankrej,8,3,175,0,5.05,38.82,33.83,4.06,30.8,69.6,71.0,1+,60.2,Moderate,F04,2026-08-31,82.45439999999999,1
10474,Vechur,4,2,226,0,4.45,38.96,36.27,7.64,31.5,70.0,78.8,3+,95.0,High,F05,2026-08-31,83.57,1
10475,Red Sindhi,5,2,127,0,3.77,38.11,34.55,11.82,30.5,59.7,65.5,Negative,5.1,No_Risk,F06,2026-08-31,80.4117,0
10476,Hariana,10,3,270,0,2.89,39.53,34.49,3.77,26.9,72.0,69.8,1+,27.5,Low,F07,2026-08-31,76.91999999999999,1
10477,Dangi,7,4,149,1,4.8,38.41,34.64,8.97,31.4,55.9,73.9,1+,31.1,Low,F08,2026-08-31,81.023,0
10478,Hariana,9,4,39,1,4.62,38.26,34.04,13.92,33.1,54.6,67.5,Trace,45.9,Low,F09,2026-08-31,83.09020000000001,0
10479,Sahiwal,3,5,20,0,3.43,38.78,34.36,16.63,31.0,69.2,49.2,Negative,17.0,No_Risk,F10,2026-08-31,82.68719999999999,0
10480,Umblachery,4,5,138,0,3.42,38.48,34.86,11.37,30.6,48.1,68.5,Negative,21.7,No_Risk,F01,2026-08-31,78.6722,0
10481,Kankrej,4,1,54,1,5.21,38.55,35.15,7.35,26.3,42.3,50.8,3+,90.6,High,F02,2026-08-31,72.47370000000001,1
10482,Ongole,10,2,217,1,3.38,38.93,33.97,7.62,29.7,74.4,81.8,Negative,26.0,Low,F03,2026-08-31,81.5432,0
10483,Sahiwal,8,5,264,0,4.3,38.07,34.18,10.93,26.1,80.6,44.0,Negative,16.9,No_Risk,F04,2026-08-31,76.7102,0
10484,Umblachery,4,4,78,0,3.98,38.0,33.76,11.34,28.9,62.4,87.4,Negative,1.0,No_Risk,F05,2026-08-31,78.568,0
10485,Kangayam,5,3,180,0,4.42,38.39,34.68,16.07,23.3,60.0,78.4,Negative,14.9,No_Risk,F06,2026-08-31,70.38,0
10486,Vechur,7,4,198,0,3.91,38.98,34.57,13.41,23.3,80.1,78.5,1+,21.7,No_Risk,F07,2026-08-31,72.16890000000001,0
10487,Sahiwal,7,2,225,0,4.29,38.41,34.22,10.75,28.3,54.3,39.5,1+,21.4,No_Risk,F08,2026-08-31,76.5877,0
10488,Vechur,9,4,31,0,3.62,39.16,34.9,9.49,27.1,51.6,67.1,Negative,39.8,Low,F09,2026-08-31,74.6332,1
10489,Gir,10,1,200,0,4.07,39.02,34.76,19.54,29.4,76.5,89.3,2+,35.6,Low,F10,2026-08-31,81.395,1
10490,Hariana,3,2,261,1,4.97,38.82,35.8,12.23,28.5,68.1,64.2,3+,96.2,High,F01,2026-08-31,78.8021,1
10491,Gir,8,3,235,0,4.2,38.72,36.15,8.49,29.1,80.8,55.8,3+,68.3,Moderate,F02,2026-08-31,81.55760000000001,1
10492,Deoni,3,1,270,0,4.35,38.7,34.5,9.83,31.1,42.3,62.4,Trace,41.1,Low,F03,2026-08-31,78.3441,0
10493,Kangayam,4,2,145,0,3.5,38.66,34.12,7.87,27.4,51.2,71.0,Negative,4.1,No_Risk,F04,2026-08-31,74.976,0
10494,Kankrej,10,3,236,0,3.72,38.47,32.92,3.29,28.2,68.2,59.2,Negative,1.6,No_Risk,F05,2026-08-31,78.3716,0
10495,Ongole,9,1,204,0,3.73,38.51,33.59,11.44,34.1,73.0,90.5,Negative,1.4,No_Risk,F06,2026-08-31,88.061,0
10496,Krishna Valley,3,1,58,0,3.92,38.23,34.1,15.85,29.0,78.2,71.0,Negative,3.7,No_Risk,F07,2026-08-31,81.0172,0
10497,Vechur,5,2,242,0,4.98,37.83,33.63,5.44,28.4,70.1,63.7,Negative,1.2,No_Risk,F08,2026-08-31,78.934,0
10498,Ongole,7,5,203,0,3.87,38.99,34.28,10.67,29.3,70.0,52.5,Negative,20.2,No_Risk,F09,2026-08-31,80.27000000000001,0
10499,Vechur,4,1,197,0,3.36,38.66,35.46,8.38,28.4,63.3,79.3,Negative,27.5,Low,F10,2026-08-31,77.982,0
10500,Red Sindhi,9,1,170,0,4.45,38.6,34.22,12.06,26.5,87.1,78.9,Trace,20.2,No_Risk,F01,2026-08-31,78.1391,0
